ID,Date,Review
1608,2016-3,"My last visit was in 2011 and since then several more attractions had opened. Though it's not as big as the ones in Japan or USA, it'll still satisfy the curious who wanted to experience the  Disney Magic  for the first time. Queues were not as long so my children were happier (how could you compare 1.5 2 hrs in bigger Disneys to just a measly 10 20 mins when we visited?) . Food venues were plenty and not as expensive as in some theme parks, some offered local delicacies. Souvenirs were plenty as usual and not cheap. To make it exciting for the kiddies, we went tokens hunting (bronze coins flattened and embossed with character from each section of the park). The machines should be located near each souvenir shops, which you can locate in the map. If you need the tokens album, you can purchase in the main store."
1609,2016-3,We went there in rainy day so it wasn't crowded and most of the shows was cancelled it was really small and the crew was rude not helpful and not flexible with young children i will not go there again other Disneyland much more better
1610,2016-3,Went to Disney with my siblings and our kids. Great time! No long lines and we got to ride multiple times. There were more cooler things for adults to do and the selection in the shops were quite extensive too. Kids and adults had a wonderful time. Food:huge servings can be shared. Free drinking fountains Bathrooms can be cleaner. 
1611,2016-3,"i have visit Hong kong Disneyland on the end of January. The weather so cold and windy. so we just tried 2 outdoor attraction. buy ticket online could help you to reduce time to queue at ticket box. tips from me, when you enter the gate, take the attraction map and found some fast track attraction, so you could save queue time and enjoy more attraction. Don't missed the parade! you could find the schedule on the map also.while you're waiting for firework, there is a lot of shop around the Disneyland, and every store may be have different merchandise. Hope you have a wonderful experience as i do."
1612,2016-3,"This is a must from old to the very young. Had Grandkids with us and totally enjoyed all the Characters, activities and the Grand Parade is a MUST........Well organised and you don't have too go the America."
1613,2016-3,My first Disneyland visit! Love it! But it rather small for a theme park attraction. The food were too expensive!
1614,2016-3,"I was surprised it was cheaper to get in than the one in the States, it is much smaller that the American one but still very impressive.  Perfect place for children and if you want to re live your childhood."
1615,2016-3,"We found a Buy 3 get 1 Free ticket promotion online and the prices were the cheapest except that we needed to visit before January 3, 2016. We couldn't make it any other dates except on January 1, 2016 and that day happened to be a busy day for HK Disneyland. We bought a Disneyland PhotoPass package which we thought it was a good deal since we are splitting the cost. But we later realized that we had spent too much time waiting in line to take pictures with the Disneyland characters and that we did not enjoy as many rides as we would like. The park itself is small but we did not have time to walk through the entire park. The fire work show at night was great. Make sure you start saving your spot for this fire work show. The mid day parade was good too. Recommend going early in the day and start enjoying the park."
1616,2016-3,"If you have kids under 10 and if this is your first visit to any of the Disney land, then this is a place of heaven . I travelled with a 9 year old and a 6 year old.We changed our itinerary twice to visit Disneyland because of rains. The excitement started when we were asked to board the Disney land train, quite different from the normal metro trains. I would say the tickets were not as expensive as I thought for the park. You are greeted by Mickey mouse and his spouse : ) at the entrance and are allowed to take few photograph's with them. Our first thing to do was to fill up some energy to walk. ( it is a bigger park by walk and energy boosters are required in frequent intervals). So there you go, spend some money on the turkey, frozen pack popcorns and some energy drinks. We took a copy of the map of the park which contains list of additional scheduled events.I had taken a firm decision on making the kids wait until I completely plan for the day. Though tough task, but at the end of the day we all felt happy for the plan.I am not going to explain you what we did with each game the rest of the day because it differs on every one's interest. But if you have girl kids don't miss the frozen show. The 3d show, the evening parade, cracker show is worth it. Never mind about food or beverages, there are plenty of options. Park is clean and hygienic. Worth the Visit"
1617,2016-3,"Once you get inside, you won't be able to leave. It indeed makes you feel like a little kid all over again. Dining places are great, as well shops and attractions. Orbitron and Big Grizzly Mountain Runaway Mine Cars were a blast."
1618,2016-3,"Disneyland in Hong Kong is a perfect place for all ages, lots of rides and shows on stage, great food and atmosphere. we have been there at lease 10 times over last 3 years and still like to go more."
1619,2016-3,"having been a plenty of times, a definite change of staff attitude (gosh, where's the  smile you are on stage  disappeared to) and a drop in quality is very visible. Very disappointing. Throughout most of early 2015 it's been every time fantastic. polite, friendly staff, great access to the characters and most rides open. After September 2015 there's been a clear decline on all levels; prices went up; attractions keep being closed or removed (why the hell would you stop the Frozen experience if that is still such a success and so many merchandise things are still so popular   the area it had been in, is now empty anyways?!? So you get less for more money. very disappointing. "
1620,2016-3,Visited here on a weekend to my regret. The place was crowded to capacity with long queues for attractions of over an hour. Would recommend mid week visits though I must say Disney did not disappoint with the afternoon parade taking centre stage as usual
1621,2016-3,A place which every kid wants to visit. A place which every person will love to experience. Beautiful and energetic. Lovely rides and arrangement. Note: Go weekends and wait for fireworks at closing time. The tickets are cheaper if you purchase from airport itself. The goodies are extremely expensive. Reserve the entire day for it.
1622,2016-3,"We went to Hong Kong Disneyland on a rainy morning and was surprised to see few visitors! With only few visitors, lines were short (wait time of 5mins or less) and we were able to watch all major shows and ride on all major rides. Luckily for us, the rain stopped in the afternoon, which allowed us to see the parade and fireworks."
1623,2016-3,"I love the parade, i love the firework, i love everything about disney.The best place to take young children there because they're always amazed. It's so lovely to see them smile and laugh.Best way to get to HK Disneyland is by MTR. It has a special train decorated a la Disney, such as Mickey Mouse windows and handles.The jungle river is the best ride in HK Disney. I love it very much. Full of surprise though."
1624,2016-3,This is the best place in town for who wish to visit the dreamland with the reality of being a child's fantasies.Enjoy kids with various rides and attractions that also suitable for adults.I love this place for you can the personalities who places in our TV alive.
1625,2016-4,Disney Hong Kong great for my 7 year old daughter. Smaller than Florida but still had Disney quality. Ques not as long due to rainy weather but we didn't mind. Staff friendly. Downside was the food. Yuk! Awful fast food. Didn't eat it.
1626,2016-4,"My family (six adults) visited this in January 2016. We had a good day. We have visited this resort several times in the past, and it is still improving. The  small world  attraction was a highlight and was worth the entrance price alone. The queues were not too bad (we came on a Monday). However we were in the queue for the mining roller coaster was about 45 minutes. It is difficult to find any western food at the resort. Next time we visit this resort will bring a picnic lunch."
1627,2016-4,Disneyland Hongkong is great for Kids (or Big Kids) but it lacks the roller coasters of other Disneylands that keep the adults entertained.  The Lion King show is a definate highlight.
1628,2016-4,It was cold when we went there so we enjoyed roaming around.  The rides are great and fun.  It was just sad that we were not able to see the parade and fireworks because it rained.    Will go back if we get the chance :)
1629,2016-4,We got to Disneyland quite late so didn't have enough time to do much but the 1 ride & 1 house we did go in were brilliant and the Parade was really good & we missed the out of this world firework display so were gutted until we return next time... 
1630,2016-4,"Thank God for Disneyland   and of course thank Walt Disney too.The tag    Happiest Place on Earth    can truly be experienced when visiting a Disneyland Park anywhere in the world.I happened to visit Hong Kong Disneyland Park last Saturday (Jan 30) with 3 of my friends.Since it   s a weekend, naturally the park is teeming with crowd a lot of them families with small children wearing cute Disney character costume.Queue to a ride can be up to over an hour so be prepared. They provide express pass at extra cost.Compared to other theme parks, we grew up with Disney. We know all the Disney characters so there is an acquired love to start with.And seeing some of these characters walking in the park makes you reminisce your childhood days.Most of the rides are really for children and not extreme but adults can still enjoy.The price of food and beverage is pricey (as expected with most theme parks). One set meal with burger, fries and drinks would cost around HKD 99 (approx THB 500) a meal with rice can cost around HKD 129 (approx THB 600) though the serving size is not big. There are variety of restaurants serving different kinds of menu to choose from.We were able to catch the parade in the afternoon and the new Paint the Night parade around 7:30pm. It was truly a magical night when all the characters paraded in colorful LED lights. Every one enjoyed (including me) and not only the kids. Just be there 10 15 minutes before the parade as it gets really crowded especially on a weekend and you may not land a good spot to have a good view of the parade.Be sure to stay until the fireworks (around 9:00 pm). Disneyland is accessible by MTR. For guests staying in any of the Disney Hotels, they offer free shuttle bus service until midnight from the park to the hotel and vice versa."
1631,2016-4,"My wife and I went to Disneyland on Thursday, January 28, 2016. The cost of the entrance is worth every penny. Even at the train station you can already feel the Disney ambience with the Mickey Mouse themed train. All the shows that we watched were amazing. Lion King, the musical play where I saw disney princesses like Elsa, Brave, & Rapunzel from tangled sing, It's a small world ride show. I loved the afternoon and evening parades, toy story land, grizzly ride, river ride, etc. The most spectacular among all was the fire works above the castle. It was really similar to the opening scene in every Disney movie. I could never imagine myself being there in person as it was only a dream when I was a child. Thank you Disney for bringing the characters to life and sharing this experience to us."
1632,2016-4,"We pre bought our tickets on line so getting in was a little faster. It was a fine day and lots of people, had to line up for rides about 30 min. There was lots to see and do we were there from morning till night, Saw the fireworks, the train from Disney came regularly on closure of the park so there was no need to rush out."
1633,2016-4,We enjoyed our day here but I recommend that you take your family   great day for small children   they will have a ball.  We went as a couple and still enjoyed our time there.
1634,2016-4,Disneyland in Hong Kong is comparable to the one in Paris and has everything that a Disney fan seeks. The place is easily accessible via MTR and is a visual treat. The parade's are worth the wait and the fireworks at the end of the evening is also impressive. A good place to take your kids and also relive your childhood.
1635,2016-4,"Visited on a Monday and spent the whole day here. There was a minimal crowd, place was small enough that we could walk around the entire park and many rides repeatedly. The longest Q was for the Autopia. It was a 30 minutes wait for our first ride during lunch hours. We came back in the evening, and there were no lines.Downside was that at least 2 of the F&B areas restaurants were closed.We also missed the new  Mickey and the Wondrous Book  show as we planned our trip using an outdated DisneyHK flyer picked up at the airport. So, best to download latest details from the website itself."
1636,2016-4,"The park is situated far away from the city, which is usual for such a big amusement park, however due to good transport system in place the travel time is not a problem in fact makes the excitement grow into your system. A bit disappointed with the main characters not being available for meet n greet through out the day. The parade and fire show makes it a memorable to finish the day at the park. The park has good food options with great rides and great park entertainments to keep you pumped up through out the day."
1637,2016-4,"As you would expect there is not a leaf out of place everything is preened within an inch of it's life but a fantastic day, the tickets are pricey and take out a mortgage to buy a drink ($8.50 Australian 500ml in Australia 600 ml $3.00) and let's not even talk about the food and souvenirs prices."
1638,2016-4,"This place is a complete package for family fun , not so much for thrill seekers(go to ocean park).  They have got some nice attractions for kids and young families."
1639,2016-4,"Most of the rides were pretty usual rides found in most parks. Adults will find the park boring, the kids will like most of the rides."
1640,2016-4,"I brought an 8 year old and a 16 year old, and both girls loved it.I was a little cold during the period we were there (Jan 21) but it was still pleasant. Loads of people poured out of the train as we went about 20 minutes before the park opened. Most people were already queuing in line, but as we had our  e tickets  from Klook, the instructions to find a  magic window  was incorrect. We simply had to queue with the rest, and the staff at the gate will convert the e ticket into a normal pass.The rides were simple and safe. Some rollercoasters were a little scary for the girls, but in the end, we went for a second round on the scariest we could find (RC Racer and Mine Cars at Grizzly Gulch).Food is available all around, but a little too much Asian cuisine for an American Theme Park. The merchandise was sufficiently varied, and the staff all put on a good show. We didn't get to see the parades (evening parade cancelled due to weather) but the Fireworks was worth the wait (With a mad dash for the trains the moment it ended).Overall, the queues were never very long (10mins at the most) with most clearing in a few minutes. It was worth a visit, but for my older boys, this would not have been a thrill for them.Tip: Go before 10, and stay until the fireworks appear"
1641,2016-4,"Disneyland has always been a dream & we finally got to see on our 10 Wedding Anniversary in Hong Kong with our 4 year old son. Coincidentally, Disney was also celebrating their 10th Anniversary   which we weren't aware of till we got there. It was a cold day & had mild showers in the morning so we initially thought it was gonna be not very pleasant experience but little did we know that Disney doesn't stop for any reason!! When we got to Disney it was beaming with people and they were selling raincoats, the rides, shows, parades, characters were all running on schedule & infact once the rains stopped the staff & helpers bent backwards to ensure it was dry & as lovely as always! Disney truly is a magical place!!!! "
1642,2016-4,"A useful day trip, especially for those with children. Great rides and 3d shows. Every Sunday, there's a parade with music. Close to the HK Airport."
1643,2016-4,"Got my ticket thru hong kong disneyland website. It was 10% cheaper and includEd a food voucher worth 130 hk$. Spend my morning at citygate outlet for shopping and luunch which was cheaper and better. Proceeded to disneyland by 2pm. This time it was cold with Fewer people than usual. Went around main street then space mountain and buzz lightyear astroblaster. Proceeded to flight of fancy parade. Proceeded to Mickey and the Wondrous book, this is a new show. Festival of the lion king then Disney point the night parade where you see the characters in lighted custumes on lighted floats, very high tech. The night is capped by disney in the star fireworks at 8:15 pm, this is so far the best i have seen, that is more than 15 times in 10 years. Music is the same, but the fireworks had depth dimension, with gold stars streaming to the sky, it also added video projected on sleeping beaty castle that are sink to fireworks and music. It was WOW, as you can hear from the viewers. By the way, i travel via mrt, red tsuen wan line to lai king, transfer to tung chung line to sunny bay then to disney line, skipping the long long walk at the central station. I also used the one day pass, so that i can visit mong kok night market after disneyland and still use it the next day all within 24 hours. The cold weather made a lot of difference in the walk."
1644,2016-4,I am a Disney fan. Let me start by saying that! And I have been to all the parks except Tokyo (and soon to be built Shanghai). I am a HK local and LOVE this place. Please don't compare to other parks though or you may be disappointed. It is much much smaller than any other park. But if you let it stand on its own I think you will love it. There are some world exclusive rides   Mystic Manor and Big Grizzly Mountain   which are truly magical. Disney's attention to detail and ability to tell a story are not forgotten here.
1645,2016-4,A definite when visiting HongKong...magnificent and 10yr anniversary of true spectacular showing of the night parade and fireworks to finish the evening...maintains standard in disney to be proud of :)
1646,2016-5,"We had planned the trip to Disneyland thinking that our kids will enjoy here,but we were happy to discover that even us (the ADULTS) enjoyed equally ,if not more!!We used the MTR to reach disneyland .We took a 2 day pass and on day 1 went there for half a day (after we did Ngong ping), and then on day 2 went for 1 full day. We had 2 kids (9 and 6) with us and we felt that 2whole days herewould have been better. Did lots of rides, visited all the sections but missed a few shows. My Girls loved Fantasyland the most, My fav was Adventureland and my husband liked tomorrowland the best. There is a place that serves ok indian food (few options ) inside... Tahitian terrace (not sure abt the name though).Saw a few shows, Lion king show was breathtaking.At the end of 2nd day, we were wanted a few more hrs!!"
1647,2016-5,"I've been to three Disney parks so far, in Orlando, Tokyo and Hong Kong. All are good in their own ways but I really loved Hong Kong Disneyland. I visited with some friends who had never been to a Disney park before and I think this one was a great introduction. It's definitely on the small side but the expansions recently added are fantastic and offer experiences you won't find anywhere else. We went on a weekday and it was super quiet and relaxed. The cast members were all so nice, constantly giving us stickers, and the attention to detail is definitely there. Mystic Manor was probably the highlight, with amazing effects that my friends loved. The Big Grizzly Mountain Runaway Mine Cars were also a hit, but try not to ride if it's raining heavily or you'll look like you've come off Splash Mountain! Toy Story Land was also fun but the rides have quite a low capacity and I think it would be good to have Toy Story Mania here as well. Adventureland definitely suffers without Pirates. Fantasyland was a lot of fun, my only criticism was that the Philharmagic film reel looked quite dated and in need of a clean. Tomorrowland's Space Mountain was a bit of a squeeze for the tall guys in our group, but it's a fun roller coaster that's more conventional and less  wild mouse  than the other parks. The Buzz Lightyear ride kept breaking down unfortunately, but Stitch Encounter was great fun. There were characters everywhere and the meet and greets were well organized, unlike in Japan. Food was expensive and a bit variable, but the Explorer's Club Restaurant was amazing. I think it might be closed on certain days though. The fireworks were really enjoyable and everyone in my group had a wonderful time. This is a fun, relaxed Disneyland that is definitely worth a visit now that the new expansions are open and I hope to visit again if they add more attractions!"
